route_id;route_short_name;route_long_name;route_type;route_color;route_url;shape;geo_point_2d
912;912;SECLIN - BEAUPRE;Bus;C8C8C8;;"{""coordinates"": [[[2.985766, 50.598579], [2.999785, 50.597177], [3.00054, 50.593486], [3.003904, 50.592095], [3.006765, 50.592133], [3.012593, 50.583328], [3.014188, 50.578313], [3.017664, 50.575944], [3.011855, 50.575617], [2.996425, 50.57318], [2.99833, 50.569168], [2.999396, 50.564587], [3.002901, 50.562245], [3.033904, 50.57972], [3.043194, 50.585121], [3.051455, 50.58737], [3.030792, 50.551424], [3.025916, 50.546033], [3.017394, 50.543622]], [[3.01843, 50.543249], [3.024762, 50.545035], [3.030894, 50.551648], [3.051455, 50.588312], [3.042244, 50.584687], [3.033736, 50.579793], [3.00311, 50.5621], [2.999354, 50.564579], [2.998168, 50.569671], [2.996328, 50.573306], [3.011771, 50.575608], [3.017425, 50.576026], [3.012776, 50.583318], [3.006261, 50.592405], [3.002846, 50.592065], [3.000622, 50.593315], [2.99972, 50.597536], [2.985766, 50.598579]], [[3.01843, 50.543249], [3.024762, 50.545035], [3.028201, 50.548308], [3.00311, 50.5621], [2.999354, 50.564579], [2.998168, 50.569671], [2.996328, 50.573306], [3.011771, 50.575608], [3.017425, 50.576026], [3.014147, 50.578412], [3.012776, 50.583318], [3.006261, 50.592405], [3.002846, 50.592065], [3.000622, 50.593315], [2.99972, 50.597536], [2.985766, 50.598579]]], ""type"": ""MultiLineString""}";50.5741585591,3.01746187142
901;901;SANTES - COLLÈGE JULES FERRY;Bus;C8C8C8;;"{""coordinates"": [[[2.99213, 50.613158], [2.993953, 50.611301], [2.988119, 50.611529], [2.983654, 50.610772], [2.978137, 50.611455], [2.97517, 50.612081], [2.968748, 50.607027], [2.963848, 50.60071], [2.967396, 50.597068], [2.965428, 50.594127], [2.961331, 50.593268]], [[2.966464, 50.594651], [2.967355, 50.597122], [2.963777, 50.600693], [2.968861, 50.607027], [2.976324, 50.611895], [2.979332, 50.611216], [2.982806, 50.610561], [2.988738, 50.611427], [2.994305, 50.611317], [2.99213, 50.613158]]], ""type"": ""MultiLineString""}";50.6067029406,2.9758753648
32;32;VDA HÔTEL DE VILLE <> WASQUEHAL JP SARTRE;Bus;8,02E+79;;"{""coordinates"": [[[3.134058, 50.672246], [3.14031, 50.675677], [3.1456, 50.674629], [3.144688, 50.671477], [3.143034, 50.668689], [3.142064, 50.667162], [3.139412, 50.663762], [3.138339, 50.662809], [3.136512, 50.660677], [3.137168, 50.658421], [3.140889, 50.657293], [3.143008, 50.656562], [3.145132, 50.657903], [3.150178, 50.656641], [3.150461, 50.65323], [3.152934, 50.649177], [3.158648, 50.649122], [3.158162, 50.644451], [3.150149, 50.646218], [3.148311, 50.640776], [3.148577, 50.638854], [3.139258, 50.638314], [3.135416, 50.636195], [3.134469, 50.630783], [3.130801, 50.627174], [3.127375, 50.625482], [3.126521, 50.623155], [3.131471, 50.618782]], [[3.131471, 50.618782], [3.127618, 50.623005], [3.128424, 50.625816], [3.132133, 50.627596], [3.13497, 50.631246], [3.135473, 50.63624], [3.140244, 50.638245], [3.148302, 50.638425], [3.148165, 50.641297], [3.150812, 50.646222], [3.158559, 50.644583], [3.157904, 50.649378], [3.152373, 50.649325], [3.150906, 50.653703], [3.149983, 50.656803], [3.145443, 50.657892], [3.143648, 50.656899], [3.140077, 50.657667], [3.136721, 50.658702], [3.135707, 50.659758], [3.13848, 50.662817], [3.139642, 50.663966], [3.141643, 50.666447], [3.143222, 50.668957], [3.144907, 50.671888], [3.146244, 50.674302], [3.140788, 50.675593], [3.134058, 50.672246]], [[3.131471, 50.618782], [3.127618, 50.623005], [3.128424, 50.625816], [3.132133, 50.627596], [3.13497, 50.631246], [3.135473, 50.63624], [3.140244, 50.638245], [3.148302, 50.638425], [3.148165, 50.641297], [3.150812, 50.646222], [3.158559, 50.644583], [3.157904, 50.649378], [3.152373, 50.649325], [3.150906, 50.653703], [3.149983, 50.656803], [3.145443, 50.657892], [3.143648, 50.656899], [3.13774, 50.655394], [3.134775, 50.658822]], [[3.134775, 50.658822], [3.137168, 50.658421], [3.140889, 50.657293], [3.143008, 50.656562], [3.145132, 50.657903], [3.150178, 50.656641], [3.150461, 50.65323], [3.152934, 50.649177], [3.158648, 50.649122], [3.158162, 50.644451], [3.150149, 50.646218], [3.148311, 50.640776], [3.148577, 50.638854], [3.139258, 50.638314], [3.135416, 50.636195], [3.134469, 50.630783], [3.130801, 50.627174], [3.127375, 50.625482], [3.126521, 50.623155], [3.131471, 50.618782]]], ""type"": ""MultiLineString""}";50.6465056369,3.14320396736
65;65;ARMENTIERES <> ST PHILIBERT;Bus;8,02E+79;;"{""coordinates"": [[[2.974538, 50.6521], [2.974439, 50.6454], [2.970789, 50.640171], [2.966609, 50.636416], [2.965143, 50.632046], [2.957766, 50.625141], [2.956583, 50.627533], [2.938777, 50.635039], [2.928416, 50.635529], [2.923107, 50.637473], [2.907908, 50.643016], [2.911177, 50.648805], [2.90632, 50.654622], [2.900392, 50.654514], [2.892231, 50.65779], [2.875809, 50.650274], [2.872675, 50.659275], [2.869621, 50.669325], [2.87281, 50.675895], [2.873298, 50.681849], [2.878454, 50.680885]], [[2.878454, 50.680885], [2.873173, 50.682011], [2.873876, 50.676572], [2.869661, 50.669083], [2.871375, 50.659182], [2.876515, 50.65036], [2.891976, 50.657755], [2.900321, 50.654452], [2.906735, 50.653911], [2.910926, 50.649057], [2.908808, 50.642743], [2.922756, 50.63761], [2.929515, 50.635443], [2.940255, 50.63479], [2.956582, 50.627461], [2.965246, 50.632369], [2.967077, 50.636629], [2.971417, 50.640715], [2.974462, 50.645032], [2.974538, 50.6521]]], ""type"": ""MultiLineString""}";50.6480733698,2.91617810395
978;978;QUESNOY LE PLAQUET / TOURCOING GAMBETTA;Bus;C8C8C8;;"{""coordinates"": [[[3.109603, 50.7202], [3.132153, 50.698925], [3.132112, 50.694584], [3.132099, 50.691086], [3.133628, 50.688654], [3.138369, 50.685825], [3.138332, 50.683529]], [[3.078925, 50.738891], [3.07754, 50.739886], [3.073867, 50.739056], [3.051797, 50.727731], [3.040273, 50.724228], [3.030109, 50.723917], [3.020707, 50.720346], [3.006715, 50.71374], [3.001201, 50.712317], [2.99903, 50.71371], [2.996959, 50.71738], [2.999448, 50.713268], [2.997031, 50.710016], [2.994879, 50.708557], [2.984903, 50.703891], [2.980454, 50.701771]], [[3.158977, 50.712886], [3.156273, 50.71773], [3.151775, 50.717382], [3.138212, 50.716538], [3.134447, 50.714347], [3.130302, 50.7131], [3.12653, 50.711267], [3.114135, 50.716324], [3.108725, 50.720026], [3.10254, 50.72306], [3.08684, 50.734206], [3.078925, 50.738891], [3.07754, 50.739886], [3.073867, 50.739056], [3.051797, 50.727731], [3.040273, 50.724228], [3.030109, 50.723917], [3.020707, 50.720346], [3.006715, 50.71374], [3.001201, 50.712317], [2.997031, 50.710016], [2.994879, 50.708557], [2.984903, 50.703891], [2.980454, 50.701771]], [[3.138958, 50.683785], [3.138872, 50.68549], [3.133601, 50.688762], [3.131467, 50.692202], [3.130673, 50.695526], [3.132712, 50.699406], [3.108725, 50.720026]], [[3.108725, 50.720026], [3.10254, 50.72306], [3.08684, 50.734206], [3.078925, 50.738891], [3.07754, 50.739886], [3.073867, 50.739056], [3.051797, 50.727731], [3.040273, 50.724228], [3.030109, 50.723917], [3.020707, 50.720346], [3.006715, 50.71374], [3.001201, 50.712317], [2.99903, 50.71371], [2.996959, 50.71738], [2.999448, 50.713268], [2.997031, 50.710016], [2.994879, 50.708557], [2.984903, 50.703891], [2.980454, 50.701771]], [[2.980682, 50.701904], [2.985016, 50.703918], [2.995661, 50.708956], [2.997188, 50.710105], [2.99903, 50.71371], [2.996959, 50.71738], [2.999448, 50.713268], [3.001369, 50.712235], [3.007309, 50.713809], [3.020365, 50.720133], [3.030223, 50.723944], [3.040597, 50.724154], [3.052364, 50.727845], [3.074022, 50.739037], [3.080102, 50.741072], [3.079754, 50.738545], [3.086195, 50.734551], [3.10296, 50.722798], [3.108135, 50.720254]], [[2.980682, 50.701904], [2.985016, 50.703918], [2.995661, 50.708956], [2.997188, 50.710105], [3.001369, 50.712235], [3.007309, 50.713809], [3.020365, 50.720133], [3.030223, 50.723944], [3.040597, 50.724154], [3.052364, 50.727845], [3.074022, 50.739037], [3.080102, 50.741072], [3.079754, 50.738545], [3.086195, 50.734551], [3.10296, 50.722798], [3.108135, 50.720254], [3.114539, 50.71598], [3.126801, 50.711436], [3.130387, 50.713082], [3.135216, 50.71471], [3.138327, 50.716627], [3.151873, 50.717319], [3.157114, 50.717293], [3.158977, 50.712886]], [[3.078925, 50.738891], [3.07754, 50.739886], [3.073867, 50.739056], [3.051797, 50.727731], [3.040273, 50.724228], [3.030109, 50.723917], [3.020707, 50.720346], [3.006715, 50.71374], [3.001201, 50.712317], [2.997031, 50.710016], [2.994879, 50.708557], [2.984903, 50.703891], [2.980454, 50.701771]]], ""type"": ""MultiLineString""}";50.720093153,3.05846779996
14;14;MARQUETTE LES ALOUETTES <> WATTIGNIES;Bus;9767;;"{""coordinates"": [[[3.062205, 50.678644], [3.064798, 50.6774], [3.066576, 50.674456], [3.066194, 50.670503], [3.065467, 50.668076], [3.063892, 50.665538], [3.063506, 50.662284], [3.063853, 50.65803], [3.06436, 50.655991], [3.06584, 50.652986], [3.066505, 50.651171], [3.060779, 50.652307], [3.060957, 50.648073], [3.061734, 50.645198], [3.061881, 50.643663], [3.065702, 50.64547], [3.06903, 50.640589], [3.07039, 50.637127], [3.069871, 50.635408], [3.066178, 50.633609], [3.062352, 50.631389], [3.067666, 50.628316], [3.068434, 50.625845], [3.067114, 50.624283], [3.063924, 50.623118], [3.06123, 50.620155], [3.062238, 50.6177], [3.062374, 50.613457], [3.061445, 50.611614], [3.059316, 50.607715], [3.057328, 50.604802], [3.055722, 50.602865], [3.052735, 50.599043], [3.051052, 50.596667], [3.050992, 50.590459], [3.050484, 50.589457], [3.044765, 50.588593], [3.041836, 50.587713], [3.040338, 50.58442]], [[3.040338, 50.58442], [3.043194, 50.585121], [3.042019, 50.587712], [3.045569, 50.588669], [3.050682, 50.589465], [3.051162, 50.591517], [3.051264, 50.596683], [3.053635, 50.599881], [3.056463, 50.603462], [3.058173, 50.605695], [3.059558, 50.607911], [3.06176, 50.612016], [3.06234, 50.613062], [3.061858, 50.617756], [3.061222, 50.620604], [3.06463, 50.623176], [3.066982, 50.62397], [3.069646, 50.62582], [3.067601, 50.628711], [3.062171, 50.63156], [3.066913, 50.633721], [3.069726, 50.635122], [3.070733, 50.638408], [3.070167, 50.640169], [3.065166, 50.646478], [3.062119, 50.645518], [3.061559, 50.648715], [3.060866, 50.652495], [3.066351, 50.651306], [3.069312, 50.652123], [3.067189, 50.65453], [3.064374, 50.656036], [3.064324, 50.657444], [3.063564, 50.662418], [3.06465, 50.666278], [3.065568, 50.66821], [3.065857, 50.671608], [3.066738, 50.673926], [3.065215, 50.676958], [3.063453, 50.679076], [3.062205, 50.678644]], [[3.028222, 50.581519], [3.030172, 50.582952], [3.033523, 50.582718], [3.03432, 50.580283], [3.03922, 50.581098], [3.042691, 50.581446], [3.051256, 50.584304], [3.051455, 50.588312], [3.051162, 50.591517], [3.051264, 50.596683], [3.053635, 50.599881], [3.056463, 50.603462], [3.058173, 50.605695], [3.059558, 50.607911], [3.06176, 50.612016], [3.06234, 50.613062], [3.061858, 50.617756], [3.061222, 50.620604], [3.06463, 50.623176], [3.066982, 50.62397], [3.069646, 50.62582], [3.067601, 50.628711], [3.062171, 50.63156], [3.066913, 50.633721], [3.069726, 50.635122], [3.070733, 50.638408], [3.070167, 50.640169], [3.065166, 50.646478], [3.062119, 50.645518], [3.061559, 50.648715], [3.060866, 50.652495], [3.066351, 50.651306], [3.069312, 50.652123], [3.067189, 50.65453], [3.064374, 50.656036], [3.064324, 50.657444], [3.063564, 50.662418], [3.06465, 50.666278], [3.065568, 50.66821], [3.065857, 50.671608], [3.066738, 50.673926], [3.065215, 50.676958], [3.063453, 50.679076], [3.062205, 50.678644]], [[3.062205, 50.678644], [3.064798, 50.6774], [3.066576, 50.674456], [3.066194, 50.670503], [3.065467, 50.668076], [3.063892, 50.665538], [3.063506, 50.662284], [3.063853, 50.65803], [3.06436, 50.655991], [3.06584, 50.652986], [3.066505, 50.651171], [3.060779, 50.652307], [3.060957, 50.648073], [3.061734, 50.645198], [3.061881, 50.643663], [3.065702, 50.64547], [3.06903, 50.640589], [3.07039, 50.637127], [3.069871, 50.635408], [3.066178, 50.633609], [3.062352, 50.631389], [3.067666, 50.628316], [3.068434, 50.625845], [3.067114, 50.624283], [3.063924, 50.623118], [3.06123, 50.620155], [3.062238, 50.6177], [3.062374, 50.613457], [3.061445, 50.611614], [3.059316, 50.607715], [3.057328, 50.604802], [3.055722, 50.602865], [3.052735, 50.599043], [3.051052, 50.596667], [3.050992, 50.590459], [3.051455, 50.58737], [3.051143, 50.58425], [3.042565, 50.581492], [3.039178, 50.581107], [3.034434, 50.580354], [3.028222, 50.581519]]], ""type"": ""MultiLineString""}";50.6280267453,3.05993850412
969;969;PAVÉ DE LILLE - ST ADRIEN;Bus;C8C8C8;;"{""coordinates"": [[[3.155124, 50.614869], [3.150471, 50.620928], [3.153884, 50.626135], [3.154939, 50.632004], [3.155284, 50.635814], [3.15329, 50.64155], [3.154716, 50.644205], [3.158559, 50.644583], [3.157904, 50.649378], [3.152373, 50.649325], [3.150906, 50.653703], [3.149983, 50.656803], [3.145443, 50.657892], [3.143648, 50.656899], [3.140077, 50.657667], [3.136721, 50.658702], [3.136512, 50.660677], [3.13848, 50.662817]], [[3.130732, 50.664616], [3.138339, 50.662809], [3.136512, 50.660677], [3.137168, 50.658421], [3.140889, 50.657293], [3.143008, 50.656562], [3.145132, 50.657903], [3.150178, 50.656641], [3.150461, 50.65323], [3.152934, 50.649177], [3.158648, 50.649122], [3.158162, 50.644451], [3.154531, 50.644125], [3.152931, 50.641176], [3.15527, 50.635832], [3.154794, 50.630892], [3.153438, 50.6256]]], ""type"": ""MultiLineString""}";50.6458467411,3.14986174352
C12;C12;ROUBAIX EUROTELEPORT <> HEM ST PAUL;Bus;FF33FF;;"{""coordinates"": [[[3.177526, 50.670137], [3.181098, 50.671871], [3.182313, 50.675253], [3.17866, 50.677144], [3.179121, 50.679348], [3.180751, 50.682207], [3.182939, 50.68473], [3.180298, 50.687152], [3.180289, 50.691673]], [[3.180289, 50.691673], [3.176455, 50.688703], [3.177605, 50.684058], [3.180634, 50.682001], [3.178471, 50.679334], [3.177814, 50.677195], [3.182914, 50.674882], [3.183248, 50.672099], [3.178476, 50.667897], [3.177526, 50.670137]]], ""type"": ""MultiLineString""}";50.6793557641,3.17994206969
60E;60E;VDA LES PRES EDGARD PISANI - LEERS EGLISE;Bus;831002;;"{""coordinates"": [[[3.245292, 50.67792], [3.232661, 50.675742], [3.216313, 50.67011], [3.228857, 50.661149], [3.2096, 50.667197], [3.198606, 50.66148], [3.18858, 50.653664], [3.182538, 50.65437], [3.126519, 50.649851]], [[3.126519, 50.649851], [3.182889, 50.654251], [3.188737, 50.65378], [3.199246, 50.661771], [3.210521, 50.666572], [3.228559, 50.661052], [3.218773, 50.671106], [3.232564, 50.676631], [3.245292, 50.67792]]], ""type"": ""MultiLineString""}";50.6609113763,3.19303975968
L7;L7;LILLE PORTE DES P. <> FACHES C. CIAL.;Bus;3770;;"{""coordinates"": [[[3.083305, 50.581943], [3.085583, 50.584432], [3.086961, 50.588039], [3.080301, 50.586465], [3.077469, 50.588437], [3.075907, 50.591434], [3.075562, 50.594764], [3.073054, 50.595757], [3.070154, 50.59694], [3.06839, 50.599696], [3.071682, 50.601175], [3.068871, 50.603649], [3.065859, 50.606905], [3.06332, 50.609719], [3.058461, 50.61295], [3.052448, 50.613425], [3.04842, 50.6157], [3.049886, 50.61866]], [[3.049886, 50.61866], [3.049919, 50.615063], [3.052546, 50.613397], [3.058781, 50.61267], [3.064811, 50.610473], [3.065802, 50.606834], [3.068565, 50.603974], [3.07177, 50.600474], [3.068285, 50.599239], [3.070407, 50.596948], [3.074341, 50.595148], [3.076596, 50.594184], [3.075707, 50.591211], [3.076385, 50.588498], [3.080536, 50.586149], [3.087215, 50.587132], [3.085698, 50.584584], [3.083305, 50.581943]]], ""type"": ""MultiLineString""}";50.5999551066,3.06964610031
75;75;COMINES / LOMME ST PHILIBERT;Bus;95C11F;;"{""coordinates"": [[[2.974534, 50.651813], [2.975451, 50.655074], [2.976302, 50.660918], [2.975341, 50.665264], [2.9736, 50.667103], [2.970053, 50.671202], [2.966071, 50.675537], [2.963968, 50.677844], [2.967099, 50.686511], [2.975824, 50.69644], [2.956158, 50.706021], [2.928852, 50.706961], [2.931336, 50.709156], [2.932362, 50.71229], [2.934365, 50.715599], [2.940065, 50.724299], [2.941048, 50.727325], [2.947068, 50.733117], [2.945029, 50.735073], [2.946162, 50.744548], [2.951665, 50.747229], [2.957823, 50.737655], [2.970693, 50.743922], [2.984274, 50.750202], [2.989398, 50.755009], [2.992047, 50.757561], [3.001197, 50.761942], [3.006627, 50.765115], [3.010457, 50.762852], [3.011052, 50.761817]], [[3.011052, 50.761817], [3.01083, 50.763191], [3.006498, 50.76499], [2.998706, 50.760655], [2.992859, 50.758023], [2.989155, 50.754831], [2.984162, 50.750301], [2.970595, 50.743968], [2.957839, 50.737835], [2.951595, 50.747229], [2.945793, 50.744415], [2.945125, 50.734848], [2.946844, 50.733261], [2.940907, 50.727299], [2.940022, 50.724263], [2.934423, 50.715707], [2.932305, 50.712192], [2.931208, 50.709067], [2.928995, 50.707113], [2.955975, 50.706084], [2.975725, 50.696414], [2.967025, 50.68626], [2.963355, 50.678421], [2.96667, 50.67487], [2.970206, 50.671004], [2.973163, 50.668217], [2.974685, 50.665797], [2.976161, 50.664246], [2.976272, 50.660801], [2.975202, 50.654402], [2.974534, 50.651813]], [[3.011052, 50.761817], [3.01083, 50.763191], [3.006498, 50.76499], [2.998706, 50.760655], [2.992859, 50.758023], [2.989155, 50.754831], [2.984162, 50.750301], [2.970595, 50.743968], [2.957839, 50.737835], [2.951595, 50.747229], [2.945793, 50.744415], [2.945125, 50.734848], [2.946844, 50.733261], [2.940907, 50.727299], [2.940022, 50.724263], [2.934423, 50.715707], [2.932305, 50.712192], [2.931208, 50.709067], [2.928995, 50.707113], [2.915908, 50.697928], [2.914638, 50.696804], [2.918479, 50.694364], [2.921208, 50.695903], [2.955975, 50.706084], [2.975725, 50.696414], [2.967025, 50.68626], [2.963355, 50.678421], [2.96667, 50.67487], [2.970206, 50.671004], [2.973163, 50.668217], [2.974685, 50.665797], [2.976161, 50.664246], [2.976272, 50.660801], [2.975202, 50.654402], [2.974534, 50.651813]], [[2.974534, 50.651813], [2.975451, 50.655074], [2.976302, 50.660918], [2.975341, 50.665264], [2.9736, 50.667103], [2.970053, 50.671202], [2.966071, 50.675537], [2.963968, 50.677844], [2.967099, 50.686511], [2.975824, 50.69644], [2.956158, 50.706021], [2.920259, 50.695584], [2.916539, 50.695073], [2.91468, 50.696803], [2.916692, 50.698552], [2.928852, 50.706961], [2.931336, 50.709156], [2.932362, 50.71229], [2.934365, 50.715599], [2.940065, 50.724299], [2.941048, 50.727325], [2.947068, 50.733117], [2.945029, 50.735073], [2.946162, 50.744548], [2.951665, 50.747229], [2.957823, 50.737655], [2.970693, 50.743922], [2.984274, 50.750202], [2.989398, 50.755009], [2.992047, 50.757561], [3.001197, 50.761942], [3.006627, 50.765115], [3.010457, 50.762852], [3.011052, 50.761817]]], ""type"": ""MultiLineString""}";50.7161095366,2.96048340539
78;78;BAISIEUX - ROUBAIX;Bus;F29400;;"{""coordinates"": [[[3.180116, 50.691468], [3.186913, 50.690085], [3.188762, 50.688377], [3.19172, 50.685477], [3.194831, 50.682487], [3.196349, 50.679615], [3.199456, 50.677234], [3.203185, 50.674069], [3.207656, 50.67062], [3.210248, 50.668736], [3.21043, 50.66703], [3.214772, 50.665098], [3.216364, 50.663382], [3.218884, 50.660592], [3.21951, 50.657672], [3.224846, 50.649086], [3.228105, 50.647447], [3.231666, 50.643861], [3.235229, 50.639547], [3.236744, 50.633615], [3.23741, 50.630641], [3.234116, 50.626305], [3.233588, 50.618873], [3.230542, 50.614122], [3.230461, 50.609575], [3.238716, 50.608456], [3.245828, 50.608817], [3.251388, 50.609125], [3.253084, 50.607794], [3.251708, 50.603507]], [[3.252267, 50.603979], [3.253447, 50.607594], [3.250151, 50.609305], [3.246536, 50.608982], [3.238577, 50.608538], [3.230167, 50.609711], [3.231002, 50.614621], [3.233261, 50.617915], [3.233986, 50.626136], [3.237677, 50.630594], [3.236603, 50.632836], [3.235282, 50.639358], [3.231502, 50.644149], [3.228274, 50.647473], [3.224361, 50.649547], [3.219536, 50.657574], [3.217403, 50.662262], [3.215077, 50.664835], [3.21043, 50.66703], [3.209984, 50.668953], [3.207488, 50.670684], [3.20304, 50.674697], [3.201133, 50.676227], [3.197753, 50.67834], [3.195974, 50.679985], [3.19472, 50.682577], [3.191596, 50.685667], [3.189041, 50.688205], [3.186373, 50.690717], [3.180116, 50.691468]]], ""type"": ""MultiLineString""}";50.6457793118,3.22182858747
945;945;TOUFFLERS/LANNOY - ST JOSEPH;Bus;C8C8C8;;"{""coordinates"": [[[3.220495, 50.70221], [3.224734, 50.697569], [3.226547, 50.696301], [3.232505, 50.693818], [3.23608, 50.690007], [3.238592, 50.686024], [3.241722, 50.683471], [3.242537, 50.680918], [3.236773, 50.67835], [3.232536, 50.676667], [3.22619, 50.673825], [3.221471, 50.672011], [3.216313, 50.67011], [3.210968, 50.668713], [3.214772, 50.665098], [3.216364, 50.663382], [3.219489, 50.661323], [3.225167, 50.660763], [3.228559, 50.661052]], [[3.219015, 50.701584], [3.219422, 50.699877], [3.224734, 50.697569], [3.226547, 50.696301], [3.232505, 50.693818], [3.23608, 50.690007], [3.238592, 50.686024], [3.241722, 50.683471], [3.242537, 50.680918], [3.236773, 50.67835], [3.232536, 50.676667], [3.22619, 50.673825], [3.221471, 50.672011], [3.216313, 50.67011], [3.213769, 50.670693], [3.208571, 50.675358], [3.203185, 50.674069], [3.207656, 50.67062], [3.210248, 50.668736], [3.2096, 50.667197], [3.206629, 50.665128], [3.203172, 50.663556]], [[3.203129, 50.663547], [3.205974, 50.664801], [3.210521, 50.666572], [3.209984, 50.668953], [3.207488, 50.670684], [3.203489, 50.674506], [3.210666, 50.67485], [3.213741, 50.670729], [3.218773, 50.671106], [3.222194, 50.672194], [3.226286, 50.673689], [3.232564, 50.676631], [3.236286, 50.677932], [3.2427, 50.679742], [3.24658, 50.67887], [3.247352, 50.680156], [3.24433, 50.682439], [3.24096, 50.684239], [3.238788, 50.685969], [3.236148, 50.689908], [3.231225, 50.694105], [3.226174, 50.696725], [3.224119, 50.697915], [3.219788, 50.699766], [3.219015, 50.701584]], [[3.219015, 50.701584], [3.219422, 50.699877], [3.224734, 50.697569], [3.226547, 50.696301], [3.232505, 50.693818], [3.23608, 50.690007], [3.238592, 50.686024], [3.241722, 50.683471], [3.242537, 50.680918], [3.2427, 50.679742], [3.246034, 50.678345]], [[3.228857, 50.661149], [3.22528, 50.660798], [3.217403, 50.662262], [3.215077, 50.664835], [3.211153, 50.66881], [3.218773, 50.671106], [3.222194, 50.672194], [3.226286, 50.673689], [3.232564, 50.676631], [3.236286, 50.677932], [3.2427, 50.679742], [3.24658, 50.67887], [3.247352, 50.680156], [3.24433, 50.682439], [3.24096, 50.684239], [3.238788, 50.685969], [3.236148, 50.689908], [3.231225, 50.694105], [3.226174, 50.696725], [3.224119, 50.697915], [3.219788, 50.699766], [3.219015, 50.701584]], [[3.246034, 50.678345], [3.247352, 50.680156], [3.24433, 50.682439], [3.24096, 50.684239], [3.238788, 50.685969], [3.236148, 50.689908], [3.231225, 50.694105], [3.226174, 50.696725], [3.224119, 50.697915], [3.219788, 50.699766], [3.219015, 50.701584]]], ""type"": ""MultiLineString""}";50.6809400666,3.22709199446
940;940;COMINES - CROIX BLANCHE;Bus;C8C8C8;;"{""coordinates"": [[[3.109603, 50.7202], [3.10254, 50.72306], [3.08684, 50.734206], [3.078925, 50.738891], [3.07754, 50.739886], [3.080268, 50.741753], [3.077982, 50.747749], [3.078753, 50.755825], [3.07788, 50.76279], [3.077588, 50.765958], [3.078494, 50.768885], [3.07583, 50.772309], [3.068626, 50.772953], [3.065176, 50.773063], [3.053847, 50.774053], [3.04677, 50.771717], [3.039131, 50.769572], [3.033434, 50.767721], [3.022572, 50.765665], [3.017477, 50.764303], [3.010457, 50.762852], [3.011052, 50.761817]], [[3.011052, 50.761817], [3.018413, 50.764531], [3.022756, 50.765619], [3.033106, 50.767525], [3.038888, 50.769412], [3.04775, 50.771971], [3.054001, 50.773944], [3.06396, 50.773034], [3.069161, 50.772815], [3.076139, 50.772209], [3.078416, 50.769307], [3.07759, 50.766066], [3.077727, 50.762908], [3.07871, 50.755844], [3.078005, 50.74739], [3.080198, 50.741798], [3.079754, 50.738545], [3.086195, 50.734551], [3.10296, 50.722798], [3.108135, 50.720254]]], ""type"": ""MultiLineString""}";50.755674961,3.06500605061
941;941;BOUSBEQUES - HALLUIN COLBRAS;Bus;C8C8C8;;"{""coordinates"": [[[3.114265, 50.779133], [3.114592, 50.777382], [3.093243, 50.758518], [3.085649, 50.746169], [3.085052, 50.743132], [3.082909, 50.739746], [3.078925, 50.738891], [3.07754, 50.739886], [3.080268, 50.741753], [3.085604, 50.746035], [3.093013, 50.758241], [3.092569, 50.762558], [3.087766, 50.76474], [3.083014, 50.769459], [3.078494, 50.768885], [3.07583, 50.772309], [3.068626, 50.772953]], [[3.069161, 50.772815], [3.076139, 50.772209], [3.078416, 50.769307], [3.083922, 50.769615], [3.087724, 50.764767], [3.092202, 50.762587], [3.093243, 50.758518], [3.080102, 50.741072], [3.079754, 50.738545], [3.082652, 50.739559], [3.085, 50.743447], [3.085604, 50.746035], [3.093013, 50.758241], [3.114732, 50.779112]]], ""type"": ""MultiLineString""}";50.7591060351,3.09003425609
23R;23R;SOIRÉE RÉSA EUROTÉLÉPORT;Bus;FFFFFF;;"{""coordinates"": [[[3.180326, 50.69135], [3.238788, 50.685969]], [[3.180326, 50.69135], [3.218992, 50.672297]], [[3.180326, 50.69135], [3.207656, 50.67062]], [[3.180326, 50.69135], [3.217403, 50.662262]], [[3.180326, 50.69135], [3.21043, 50.66703]], [[3.180326, 50.69135], [3.247676, 50.680118]], [[3.180326, 50.69135], [3.238783, 50.680963]], [[3.180326, 50.69135], [3.228857, 50.661149]]], ""type"": ""MultiLineString""}";50.6824131898,3.20465535752
